,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
22,ChargerJeff,"Formerly The Most Irrelevant Man In Oregon Politics™; now, Florida Man. 

#orcot. 

I write things at @pjmedia_com and @leginsurrection",Florida ,2984,3333,67190,12,Pew poll showed 89% of🇺🇸public see🇨🇳is🇺🇸's enemy. Both Trump &amp; #BeijingBiden administrations gave #CCP fascist #China Uyghur genocide designation. #Xitler bioattacked🇺🇸w/ #WuhanVirus killing 665K Americans. Now the verdict is 89% of Americans should see🇨🇳is🇺🇸's genocidal enemy. https://t.co/gh3WzpjixA,"['BeijingBiden', 'CCP', 'China']"
23,HkPhili,"live in HK
FDNOL
old account freeze",Hong Kong,383,58,5074,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
24,LeicesterYog,Aim: Health & Fun,East Midlands,409,128,628,0,"@ClaudiaWebbe Are you going to attribute contributory responsibility to CH!NA the originator of wuhanvirus, or you can't point a finger at a Superpower",[]
25,Anfdnol,,Hong Kong,190,19,33015,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
26,HelloHK7,coming back,,481,124,18323,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
27,GrandRevivalYay,"Survive for the future
生きてる限り必ず明日が来る

Remember #TiananmenSquareMassacre",,379,331,58187,15,"Trump's Sec. of State Pompeo 1st said #CCP fascist #China is responsible for Uyghur genocide. My political enemy #BeijingBiden has indicated that he is in general agreement w/ this designation. Now 89% of🇺🇸public see🇨🇳is🇺🇸's genocidal enemy w/ #WuhanVirus.
https://t.co/konvnKLUTa https://t.co/5zzvRyRDTk","['CCP', 'China']"
28,Ocean16931376,work hard then play hard!,,230,90,53644,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
29,MaximusCCP,"Pro-tip: Decouple - Buy NOT made in China. Democracy isn’t perfect but it’s the best for you, me & for our kids. 🇹🇼🇺🇸🇯🇵🇮🇳🇬🇧🇦🇺🇪🇺🇮🇪 #Wuhanvirus🦠",Taiwan ROC ,202,65,665,0,@globaltimesnews Question: why was a #CCP national allowed to enter UK parliament in the first place? Yikes. Glad they plugged that hole. 💪🏻 🇬🇧 #ccpCancer #buyNotmadeinchina #wuhanvirus 🦠,"['CCP', 'ccpCancer', 'buyNotmadeinchina', 'wuhanvirus']"
30,Peterconet2,"A nobody, live in north American. Enjoy my life every moment. 
無足掛齒小人物,在北美享受每時每刻的生活樂趣
私は取るに足らない草莽の民です、北美で一瞬一瞬を人生を楽しんでいます

為對抗推特無理刪我號,成立公司正開發社交媒體,以反抗大科技😂",,285,667,60040,12,Pew poll showed 89% of🇺🇸public see🇨🇳is🇺🇸's enemy. Both Trump &amp; #BeijingBiden administrations gave #CCP fascist #China Uyghur genocide designation. #Xitler bioattacked🇺🇸w/ #WuhanVirus killing 665K Americans. Now the verdict is 89% of Americans should see🇨🇳is🇺🇸's genocidal enemy. https://t.co/gh3WzpjixA,"['BeijingBiden', 'CCP', 'China']"
31,GundamNorthrop,,,410,264,20935,12,Pew poll showed 89% of🇺🇸public see🇨🇳is🇺🇸's enemy. Both Trump &amp; #BeijingBiden administrations gave #CCP fascist #China Uyghur genocide designation. #Xitler bioattacked🇺🇸w/ #WuhanVirus killing 665K Americans. Now the verdict is 89% of Americans should see🇨🇳is🇺🇸's genocidal enemy. https://t.co/gh3WzpjixA,"['BeijingBiden', 'CCP', 'China']"
32,fuckthepopo4eva,Stand with Hong Kong! Fight for Freedom!,,139,490,66217,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
33,Viola66807504,Bushwalking,,12,33,3657,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
34,Rysiek76102827,Oczy ciemne,,277,208,86096,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
35,SolomonYue,"Vice Chairman & CEO at Republicans Overseas, RNC Member since 2000, Co-founder of RNC Republican National Conservative Caucus & Conservative Steering Committee","Salem, Oregon, USA",804,188139,52976,12,Pew poll showed 89% of🇺🇸public see🇨🇳is🇺🇸's enemy. Both Trump &amp; #BeijingBiden administrations gave #CCP fascist #China Uyghur genocide designation. #Xitler bioattacked🇺🇸w/ #WuhanVirus killing 665K Americans. Now the verdict is 89% of Americans should see🇨🇳is🇺🇸's genocidal enemy. https://t.co/gh3WzpjixA,"['BeijingBiden', 'CCP', 'China', 'Xitler', 'WuhanVirus']"
36,GundamNorthrop,,,410,264,20935,15,"Trump's Sec. of State Pompeo 1st said #CCP fascist #China is responsible for Uyghur genocide. My political enemy #BeijingBiden has indicated that he is in general agreement w/ this designation. Now 89% of🇺🇸public see🇨🇳is🇺🇸's genocidal enemy w/ #WuhanVirus.
https://t.co/konvnKLUTa https://t.co/5zzvRyRDTk","['CCP', 'China']"
37,nickietsang,,,60,34,8021,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
38,TaylorIndiana,Veritas lux mea. Follower of conflict in MENA and Afghanistan. OSINT believer and against those who seek injustice in this world.,"Paris, France",229,115,8753,0,@LaurelMillerICG Down payment for all of #Afghanistan raw minerals. #chinazi will take it all from the #Afghans. That’s what #Beijing does best. #kabul @MFA_China #chinataliban #ChinaLiedPeopleDied #chinaexposed #taiwan #USA #Asia @ASEAN #chinavirus #wuhan #wuhanvirus,"['Afghanistan', 'chinazi', 'Afghans', 'Beijing', 'kabul', 'chinataliban', 'ChinaLiedPeopleDied', 'chinaexposed', 'taiwan', 'USA', 'Asia', 'chinavirus', 'wuhan', 'wuhanvirus']"
39,nickietsang,,,60,34,8021,15,"Trump's Sec. of State Pompeo 1st said #CCP fascist #China is responsible for Uyghur genocide. My political enemy #BeijingBiden has indicated that he is in general agreement w/ this designation. Now 89% of🇺🇸public see🇨🇳is🇺🇸's genocidal enemy w/ #WuhanVirus.
https://t.co/konvnKLUTa https://t.co/5zzvRyRDTk","['CCP', 'China']"
40,TTrapczynski,"Jestem zdecydowanie przeciw komunizmowi i wszelkiego rodzaju jego promowania, komunistyczne kołchozy takie jak Rosja czy Chiny zawsze zdecydowanie krytykuje.","Marki, Polska",988,696,97969,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
41,MarcusTvlCicero,"Contra res omnes criminis sta. Dominatvs legis semper. Pax et caritas. Notae=opinio solvm. Nonviolent. Your vaccine, your choice! Lists=block. Vers. V,XX- 🔞","Forvm Romanvm, Roma, RP Romana",847,1010,13340,0,"Totals on the #Wuhanvirus through a d XVII Kal Oct MMDCCLXXIV, 15 Sep 21 (as of 0001 16 September):

-227,252,757 total cases, about the population of #Pakistan and #Swaziland combined-
-18,641,559 active cases, about the population of #Guatemala and #Vanuatu combined-","['Wuhanvirus', 'Pakistan', 'Swaziland', 'Guatemala', 'Vanuatu']"
42,IamMsFF,"Stand with Hongkong,
😊
never surrender, never forgive !
#savehk12youths
香港真係好靚
願你一路走花路，不知人間疾苦
失去的，日後會讓他們凱旋歸來。 
Pls Follow👉
@Noblock9me1",World,1074,2770,50745,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
43,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,2,Gosh... PRC's #WuhanVirus did whack all of capitalism... https://t.co/nwE5qrpHyB https://t.co/ogznKA1Aka,['WuhanVirus']
44,SamuelS98863263,,,134,1,45,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
45,kung_yiu,"I have a dream,to make the dream come true,by any means necessary",Hong Kong,234,168,17281,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
46,Alexmok88434813,Hong Konger,,16,42,28964,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
47,MFGgearOfficial,Our Mission is to make America the Manufacturing Superpower of the World and to bring positivity to the idea that we are all Privileged to be Americans 🇺🇸,"Laguna Beach, CA",430,4862,12098,15,"Trump's Sec. of State Pompeo 1st said #CCP fascist #China is responsible for Uyghur genocide. My political enemy #BeijingBiden has indicated that he is in general agreement w/ this designation. Now 89% of🇺🇸public see🇨🇳is🇺🇸's genocidal enemy w/ #WuhanVirus.
https://t.co/konvnKLUTa https://t.co/5zzvRyRDTk","['CCP', 'China']"
48,Profess30496706,"½ introvert, ½ with the shits.",,892,123,3664,0,"Have y'all notice since the arrival of the #WuhanVirus in 2020 natural deaths seem to disappear, no heart attack deaths, car deaths, gun deaths, drugs or alcohol deaths have been reported, seems like everything is a covid death. 🤔",['WuhanVirus']
49,gizelledavis,Common Sense not Political Correctness. #LooneyLiberals blocked. Don't even bother. Proud Trump Supporter. 🇨🇦🇺🇸 #Astros #MAGA. #KAG. #Trump2024,,1004,1230,13405,0,Pretty sure that Tucker Carlson broke the WuhanVirus story. The first I heard about it was on #Tucker.  Where’s his Pulitzer?,['Tucker']
50,orwellnow2047,Retweet=X=endorse,,429,288,56133,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
51,VachellyValery2,"Gab:VachellyVarlery1💚 Trump supporter 💜💖🧡IFB
#FreeHongKong 光復香港🎗🖐☝️#FreeTaiwan #FreeUyghur #FreeMongolia #FreeTibet
#AllLivesMatters ❤Love🇺🇸🇭🇰🇬🇧💛✝️",,1567,1264,11213,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
52,FellwockPerry,"Former NSA intelligence analyst, first whistleblower to disclose existence & wrong doing by NSA, CounterSpy magazine Founder & Editor 1971-1979.  Filmmaker.",New York City,1678,934,1871,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
53,PplFuture,I have to put all my effort to protect my next generations. Hope others can help!,,27,591,79568,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
54,GundamNorthrop,,,410,264,20935,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
55,MiWHongKonger,#Justice #HumanRight #Freedom,Hong Kong,44,35,9014,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
56,marklopeztkd,Olympic Silver Medalist/ World Champion/ Certified Financial Planner™ Professional/ Forbes Top Next-Gen Wealth Advisor. Married to the beautiful @DagmarLopez.,,839,8965,6791,0,"What is the best way to prevent an infectious disease. ""You avoid all the paranoid aspects &amp; do something positive; A. Good diet; B. Don’t smoke. C. Get some exercise D. Get good sleep.” - https://t.co/JoY6mjcl2W #Covid #Covid19 #WuhanVirus","['Covid', 'Covid19', 'WuhanVirus']"
57,KaineKar,,,90,60,35755,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
58,CCPSuks,China's CCP is not good. In fact it sucks. My mission here is to fight all the #ChinesePropaganda & fire people up. I troll Wumao hard. #ChinaLies #FreeHK 🇺🇸,"Las Vegas, NV",231,102,3141,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
59,Pearl78714840,我的生活我做主，我的自由我负责！  注明一点：川黑和红粉五毛离我远点！,"Seattle, WA",128,527,7773,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
60,NinjaMickey77,Nationality : Not Chinese Occupation : Not spy or wumao/yimao,Not in Gina ,1983,952,90006,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
61,ALee95295731,,,304,242,40894,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
62,VanRothnRoll,"Proud female Conservative! If you're a Liberal or Dem (worse NDP/Green), you're a vapour to me. Habs fan.  Happily married. #alllivesmatter #FTC #TrudeauMustGo",Hell,3446,2932,36949,0,"Big surprise!  NOT!
#TrudeauMustGo
#TrudeauDictatorshipMustGo
#TrudeauWorstPMEver #ChineseVirus
#WuhanVirus
#ChinaLiedPeopleDied
#ChinaMustPay
#FireTrudeau https://t.co/XDkcqycLuP","['TrudeauMustGo', 'TrudeauDictatorshipMustGo', 'TrudeauWorstPMEver', 'ChineseVirus', 'WuhanVirus', 'ChinaLiedPeopleDied', 'ChinaMustPay', 'FireTrudeau']"
63,RayZhang33333,,United States,247,121,17074,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
64,Hunterwolfwang,"Stand with Hong Kong, HongKonger，Most interests, but limited memory。菩薩畏因 眾生畏果",,1206,899,95954,40,89% of Americans already see #CCP fascist #China is America's enemy. This number will help me to push through #WuhanVirus #Warreparations legislations in🇺🇸Congress to take away🇨🇳sovereign immunity so 665K+🇺🇸victim families &amp; 50 states can sue for Covid-19 damages.,"['CCP', 'China', 'WuhanVirus']"
