,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
216,chicagomedic,"Flight Paramedic. FP-C, NRP. Video Games, Tech, Aviation, Politics.  #FOAMed #FOAMems #EMSWolfPack",Chicago,802,2592,70965,0,walking out of the vaccination clinic like https://t.co/5y2zNzVxN6,[]
217,HH201707,We must defeat Trumpism. #GunReformNow #FBR #Bluewave2022,,12319,12293,120615,4526,"BREAKING: A large Florida landlord announces that he will begin requiring all new and existing tenants to provide proof of COVID vaccination, saying, “You don't want to get vaccinated? You have to move, and if you don't, we will evict you.” RT IF YOU SUPPORT THE LANDLORD’S MOVE!",[]
218,padubyatee,"Marketing - strategy / video / brand. Tweets about politics, business, property & urban development. 
Fully vaxxed
Retweet ≠ endorsement","Melbourne, Australia",1298,1345,23336,0,"Victoria reports 514 new cases with a new outbreak in Ballarat 

Good news; Victoria beat its vaccination target - great work considering the federal govt starved the state of supply for months

#COVID19Vic https://t.co/agU9ke7eBL",['COVID19Vic']
219,RyanSABC,"Industrial parts and equipment supplier to #forestry, #mining & #energy sectors • Loving life in the Shuswap • #CCFR member • My other interests are 🥃🎣🏎🏒⛳","Salmon Arm, BC",324,106,3389,0,"@McCrayWX @mackaytaggart Straight out of today's BC CDC ""Situation Report""...
https://t.co/3vkZzdBLeg

""By week 35, the overall single-dose vaccination coverage in the eligible 12+ year-olds reached 85% and 77% were fully vaccinated."" https://t.co/tM7siy7aQr",[]
220,protectOZFOOD,"We ALL need FOOD & WATER. BoM must explain. Severe Weather Extremes are Cyclical. It is time to speak up, it is too important not to. Telegram (Same as above)",Australia,1494,1063,23441,419,Unexpected and heartbreaking: Thousands flood ABC affiliate’s Facebook page with vaccination horror stories – World Tribune: U.S.  https://t.co/fUlMEybWxs,[]
221,_Unforgiven_34,"🇺🇸 Liberty is the freedom to live your life in the way that you want, without interference from other people or the authorities #LIBERTY #FREEDOM",,2950,1950,30725,6204,"Below is a 'roadmap for vaccine passports', published on the European Commission's website in May 2019 (BEFORE Covid)

Everyone who warned about this agenda was dismissed as a 'conspiracy theorist'.

Yes. There is an agenda.
Yes. We have receipts

Source: https://t.co/mb2FOnwyQA https://t.co/339VGDqjuk",[]
222,marcfavell,I am the product of the system i was born to destroy 💎🖖🇨🇦 #DiamondHandsCanada,Windsor Ontario Canada,1933,291,9507,0,"@DluxWud @still_a_nerd to be fair India does have 16% vaccination and horse dewormer both a population that size in Delta it's basically zero vaccination for the most part, if they even got the real deal 😬",[]
223,amysully,,,344,194,4962,0,@POTUS Now tie Title 1 funds to school staff vaccination or testing. I'm a teacher and mom. Schools need to be safe!,[]
224,jim_jimlipp,"History reader. Work hard. Care a lot about my country and the way it was meant to exist for everyone, not just a “base” or those who can afford to buy it.",Philadelphia,4751,2711,18543,5,"So you think the vaccination makes you impotent, it doesn’t, but you know what does, being dead.",[]
225,Wandacalabrese1,proud boomer survived the 60 twice. Love this country and want to see it survive Trump. We must unite against the GOP. Vote blue. resist.,"New York, USA",2640,1948,187697,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
226,BabsB62,Proud liberal. Retired RN. Vaccinated and wearing a mask. #JoeAndKamala #StayBlueIn2022,"North Carolina, USA",1355,676,7413,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
227,FreedomCat14,,,502,100,5743,8,"Why is it that Australian Governments are mandating that businesses must discriminate against people based on their vaccination status?

At every press conference they tell you that this would happen voluntarily regardless.

They're lying. And they don't believe their own lie.",[]
228,drewberinger,"@chorusfm (fka https://t.co/lOlf8hCv3z) Senior Editor / newsletter: Bad Zine, Everyone's Fault / bad takes on music & wrestling / #FearTheDeer #ThisIsMyCrew",Indianapolis,964,4188,70900,36,"At the end of the day, a significant number of people who haven't gotten vaccinated couldn't care less about what anyone is saying about vaccination, they just don't see the need to do it until they have to https://t.co/hxV7Kosute",[]
229,tammi_clement,"For by grace you have been saved through faith. And this is not your own doing; it is the gift of God, not a result of works, so that no one may boast. Eph2:8-9",RT ≠ endorsements ,959,267,89942,437,This mandate was so urgent that it had to be implemented the day AFTER the recall election and not before! https://t.co/sJrGr4ZUU6,[]
230,SanjoyHazarika3,"Author, film maker, long focus India's NE and neighbourhood, International Director @CHRI_INT, views are personal, retweets are not endorsement",Delhi when there,316,2155,2881,1,"Parishmita is among them, who not getting Covid vaccine due to no possession of identity proof for vaccination
#CovidVaccines #Identityproof https://t.co/gOtTc4P5BF",[]
231,lizmcb,,"ÜT: 53.545028,-113.500412",1027,330,2546,7,Jason Kenney and Tyler Shandro calling a vaccine passport/proof of vaccination a “restriction exemption system” is like calling my driver’s license a “bus riding exemption system.”,[]
232,Janet87462898,,,71,24,4218,140,"So you have to produce a clear covid test or proof of vaccination to your bartender before they can give you Bud light. But you still have to wear a mask because the vaccines don't work? 

What?",[]
233,JessRobynLoney,"35yo single mom of 2🥰, Master Electrician, ☠Former Illuminati☠,. Pansexual Trans Woman ❤💕",Treaty 7 Land,652,5240,20858,1,"While our industry doesn’t appear to have been mentioned specifically in the Alberta government’s latest attempt to curb this 4th COVID wave, we’ll be moving to requiring proof of vaccination or a very recent negative rapid test as of the end of the month. Please get vaccinated.",[]
234,ManuelMorelos90,"God first! Love freedom, family, and both footballs!","El Paso, TX",226,10,1135,84,"LA County will require proof of vaccination or negative test at bars, nightclubs, and events
https://t.co/Mzr0j0aKsm",[]
235,RamboGage,Ret. Military Liaison @ Nat'l Guard. Constitutional conservative. MS Econ. 2A supporter. Historian at heart. South Jersey raised.,USA,5194,4856,215346,1,"Vaccinations not required for Michigan Medicine nurses due to union contract So if you are in a union and mandated vaccination is an exemption, you don’t get the jab. How many other unions forbid the mandate and what will Biden do about it? https://t.co/7fvfjBWF70 https://t.co/HLjOzk0JQl",[]
236,HafeezAbRahman,"○My tweets, My personal thoughts○","Sabah, Malaysia",687,806,128953,358,15/09/21: Sabah State Government has given the green light to the State Health Department to begin the vaccination of teenagers from the age of 12 to 17 years beginning tomorrow. https://t.co/sX65pOD0vv,[]
237,baba4370,,,41,0,180,0,"@NSWHealth Don’t we have the right to know the vaccination status of people who died. Not individuals but overall. E.g 8 unvaccinated, 3 one shot, 1 two shots. This is important information for those making choices about vaccinations and for those already vaccinated.",[]
238,ReList8Guy,,,82,101,798,0,"@TimJDillon Has there been any studies to show people testing positive for Antibodies ""naturally"" vs. Vaccinated people in regards to spreading the virus?!? Very serious question! Should a positive Antibody test get me into a public facility just like a vaccination card does?",[]
239,CKorki,"The Australian Federal Govt. does NOT speak on my behalf, nor does it represent my values or morals. If I have something to say, I’ll say it. Opinions are mine.",Partying at The Love Shack,834,365,81191,84,"Scott Morrison, Prime Minister for NSW, stole 340,000 doses of Pfizer from Victoria.

So now we must urgently catchup to end Morrison’s damaging lockdowns. 

Great to see Dandenong’s new pop-up vaccination clinic. Protect yourself, your family &amp; the community.
#auspol #dandenong https://t.co/lI2bcfRpBj",[]
240,ferg75005009,"🌊🌊🌊Jazz Musician, #Union, AFM, SAG-AFTRA, progressive Democrat, #BLM, #VotingRights, resister!, dog /cat dad, woodworker, luthier,  no DMs, please.",,5735,5228,20858,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
241,creiss13,,,512,244,3633,419,Unexpected and heartbreaking: Thousands flood ABC affiliate’s Facebook page with vaccination horror stories – World Tribune: U.S.  https://t.co/fUlMEybWxs,[]
242,iqbalhafiedz,The consistent will beat the intelligent.,Malaysia,1279,1285,10822,52,"ِAnd here's an example of why migrant workers (undocumented or not) will never trust the Malaysian government, pandemic or not.
We need bold action and stand from health minister @Khairykj on these evil policies and tactics.
https://t.co/rvTT16ZaAU",[]
243,LaurieMilroy,I got suspended for c-wording LadyG..I AM AGUADOG! Capital D Dem! EVENTS VIDEOS...GET YOUR SHOTS; pretty much every other word is FUCK!,"Seattle, WA",2540,3146,30453,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
244,MakeAmericaRela,"We dumped Trump & his kids! Now let's Make America Relax Again!
#Resist #ProBiden

*You're not failing, you're eliminating a possible path to success.*","San Diego, CA",4861,4545,41253,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
245,DavidGr99275611,,"St Louis, MO",30,16,1520,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
246,KirBB8,"Lover of coffee, Disney, my little family, music and laughing",,33,6,68,266,"""Restriction exemption"" program. ""Proof of vaccination"" program. Whatever you call it, it's a vaccine passport for #AB. FINALLY!

@PremierScottMoe, your turn. #SK is the LAST place in Canada with no mask mandate or passport. Better late than never.

RT if you agree.

#COVID19SK",['AB']
247,crawls_magilla,"Loving the roller coaster ...... passionate about family , Australia, golf , punting and Coopers Pale Ale ..... , in that order....",,368,310,3834,0,"@Rob_Ruadh I will never fooled by a forged vaccination certificate, because I will never ask for one 🤷🏼‍♂️🤷🏼‍♂️🤷🏼‍♂️",[]
248,hutch1410,"Equal justice for all, electorial college needs to go, unity comes after accountability, be kind, ret. surgical asst/LPN#TeamJustice#TCC #BLM🌊 🐕🎭🌈",,19082,17353,27473,25,MUST WATCH! One of @NarativTV's most important episodes. CAUGHT ON TAPE!  Inside the making of an anti-vaccination lie many Americans believe. Thank you @seanconner2023 for doing this work and to @Heidi_Cuda for your reporting on this.  https://t.co/wTzwmJIBAC,[]
249,KPBRetroStation,"Legendary Super Theyan | Powerslyd, Inc./@KickPunchBlock Organizer | Business inquiries: retrostation@k-p-b.com | pfp by @ChouGokuOozaru | Play #SRB2Kart","New York, NY",1151,669,17673,3,"Reminder; you must show proof of vaccination to enter the venue. 

Either in the form of the Excelsior Pass or vaccination card + ID 

#StopTheSpread",[]
250,Barbara41962979,Arts & Culture Literature Entertainment,"Texas, USA",53,9,14789,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
251,AshishP80982094,,,79,25,183,12,"Uttar Pradesh has administered 9 crore vaccination doses.

#टीका_जीत_का
#LargestVaccinationDrive 
#FastestVaccinationDrive https://t.co/E0NiT3hiqw","['टीका_जीत_का', 'LargestVaccinationDrive']"
252,realdetective3,Reality has nothing to do with your feelings,,1100,811,1410,1,"Twitter break ✌️ 

And remember, be kind to one another regardless of vaccination status.",[]
253,imavijit4u,Banker 2 every indian,"Bagnan, India",258,86,517,7764,"Milords have asked the Government to ensure 100% vaccination by the end of the year… The Government, in turn, should ask them to clear this 4 Cr pendency by 31 December…
Please RT if you agree! https://t.co/QKaz1tHecX",[]
254,justjoe62,"I’ve been in healthcare for 30+ years. B.S RRT ACCS. I love fishing and the ocean. I love horror movies. I FB,Resistance!!! #Vet against Trump 🌊🌊🌊🌊🌊 NO DMs","Stuart, FL",15823,14725,101952,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
255,geo_b42,"Pilot,BBQ seeker,Mac/Apple/Linux,BS-Math,cancer survivor, Sci-Fi, Steelers-Penguins-Penn St, military history, classic rock/metal, pro-nuclear, views are my own","Houston, TX",424,778,54793,8,"Reminder: Tucker Carlson, who is definitely vaccinated himself, wouldn’t be peddling this garbage if Trump were in the White House.

But Biden is president, and a low vaccination rate is bad for him, so Fox News is trying to get their viewers killed by going anti-anti-anti-vax. https://t.co/FqEuquAp6g",[]
256,antiochcow,Someone who's a game designer for fun.,"Grants Pass, OR",1167,845,49850,140,"So you have to produce a clear covid test or proof of vaccination to your bartender before they can give you Bud light. But you still have to wear a mask because the vaccines don't work? 

What?",[]
257,ElvisSinosic,The King of Rock n Rumble. MMA Star & UFC veteran UFC Fight Week co-host on @FoxSportsAus and Owner of @Kingsacademyau & head of @ufcgymAustralia BJJ,"Sydney, Australia",1243,3848,27958,0,"@downloadeodeo Oh, so you survived COVID without the need for vaccination. Why would you risk your natural immunity with a vaccination? It is scientific fact that natural immunity is far more robust and superior to vaccination. 

https://t.co/xwe15xk97N",[]
258,prathibhamalla,"psychiatrist with a dream, sanatani by personality and Bhagwa my destination",,192,73,14502,773,"What exactly happened :

1. 75 crore Vaccination done in India
2. All Vaccines are manufactured in India
3. India Vaccinating ppl equivalent to Switzerland population EVERY DAY.
4. India has developed World's first DNA based vaccine
5. India exporting vaccines to 90 nations https://t.co/97DrTtDEQ8",[]
259,Covid19NSW,"mostly #coronavirusNSW | Unaffiliated |
Do not @ your hot-takes at our retweets
2 x AZ","NSW, Australia",409,6261,13597,14,"NSW Health says of the 231 people currently in ICU because of Covid-19, 177 had no vaccination, 49 had one dose and five were doubled-dosed. @10NewsFirst https://t.co/s2Cw5pByaH",[]
260,Tralfa7,,,3737,672,3059,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
261,Ochsim46,,,2135,1103,43623,153,"Where CA goes…other states follow. 

L.A. County plans to require COVID vaccine proof at indoor bars, nightclubs and more https://t.co/OcPJKBj2Uz",[]
262,donsummer,,,343,115,4946,0,@GrahamAllen_1 Vaccination is potentially life and death. But I wouldn't expect a clown to understand.,[]
263,Lawrencr15,"#FreedomOfReligion 
#Senior
#Amd2A 
#SaveTheUnborn
#FreedomOfSpeech
#PatriotParty
#LatinosForTrump #MAGA",USA,4838,4378,133098,168,"New LA County health order to require proof of COVID vaccination for indoor areas of bars, wineries

https://t.co/uHIJsTM9J1 

#WeveGotAStateToSave 
#WeveGotACountryToSave",[]
264,LanceDorogan,new york forever #saveNYC #football the real city #FOE checks💰 over stripes #easymoney born in 🗽 718🔁514,new york,218,42,3676,29,Breaking News! Federal Judge Blocks New York State Health Care Worker Vaccination Mandate. Judge David Hurd of the U.S. District Court for the Northern District of N.Y blocked a state mandate forcing medical workers to be vaccinated as a condition of employment. https://t.co/M3sBFqzYyJ,[]
265,dhighl5184,"Disabled, MS, Depressed",Black Hawk,3861,2473,103373,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
266,SentiManju,Dharma & Aviation : One uplifts the Soul while the other uplifts the Body 🙏🏼,Bharat Varsha ,445,167,58651,156,"Good news for telecom &amp; auto sectors at today’s cabinet meeting. 100% FDI in telecom, 4-year moratorium on #AGR dues, #PLI for auto firms. Good for jobs. Not good for doomsayers constantly sniffing around for bad economic news. For them, tragically, even vaccination going well.",['AGR']
267,CHallborg,"Father, husband, hydrologist.....","Moose Jaw, Sk",208,178,1759,266,"""Restriction exemption"" program. ""Proof of vaccination"" program. Whatever you call it, it's a vaccine passport for #AB. FINALLY!

@PremierScottMoe, your turn. #SK is the LAST place in Canada with no mask mandate or passport. Better late than never.

RT if you agree.

#COVID19SK",['AB']
268,patmccombe,Proud Fort McMurray Family Doc • GenX • Runner • Labradoodle Dad,Fort McMurray,4129,3537,5218,7,Jason Kenney and Tyler Shandro calling a vaccine passport/proof of vaccination a “restriction exemption system” is like calling my driver’s license a “bus riding exemption system.”,[]
269,Bonnie36369551,,,202,116,871,4526,"BREAKING: A large Florida landlord announces that he will begin requiring all new and existing tenants to provide proof of COVID vaccination, saying, “You don't want to get vaccinated? You have to move, and if you don't, we will evict you.” RT IF YOU SUPPORT THE LANDLORD’S MOVE!",[]
270,dontaskwhy__,dislikes the hypocrisy on stan twt || rt bot esp abt 5HINee and Joy (and their pets) || 💎💎💎💎💎,SHINee World,433,38,225864,75,Vaccination anthem  https://t.co/f022r1GQDm,[]
271,bowden2you,"Raising awareness for the critically endangered @Labrador_Husky 🐺 Please, PLEASE get vaccinated!",NS Canada,2886,2050,60006,0,"@DblEdgeSaber @micpenny68 @MD_Lafrance @CBCNews Well, 5.79 Billion people have received at least one vaccination. Close to 3 Billion are fully vaccinated. Guess who is filling up the hospitals right now at 89.8%? The UNVACCINATED! I would say you have volunteered for the experiment.",[]
272,Lee_Roberts1,,,198,245,19483,6204,"Below is a 'roadmap for vaccine passports', published on the European Commission's website in May 2019 (BEFORE Covid)

Everyone who warned about this agenda was dismissed as a 'conspiracy theorist'.

Yes. There is an agenda.
Yes. We have receipts

Source: https://t.co/mb2FOnwyQA https://t.co/339VGDqjuk",[]
273,lnovis,Smug Canadian,"Toronto, Ontario",177,8,7164,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
274,Kevin_McKernan,"Cannabis Genome Project,2011. Developed the SOLiD sequencer. R&D lead Human Genome Project at MIT/WIBR",Marblehead,1888,23402,17743,0,"@ClownBasket @TheWhiteRooms @RWMaloneMD Original antigen sin

Or in this case

Original vaccination sin.

https://t.co/nU8P4oQkHY",[]
275,kim27271614,,,257,7,105,2946,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
276,Being_Paisa,Technocratic environmentalist.,India,169,193,39173,7765,"Milords have asked the Government to ensure 100% vaccination by the end of the year… The Government, in turn, should ask them to clear this 4 Cr pendency by 31 December…
Please RT if you agree! https://t.co/QKaz1tHecX",[]
277,TXIndep1836,"My original account @TXIndepndnt1836 did not survive the “THE PURGE”! 7.5K Followers Lost. Dad Lt. USMC WWII/Hubby SSgt. USMC VIETNAM, PI🕵️",THE GREAT STATE OF TEXAS!,1784,1931,39737,437,This mandate was so urgent that it had to be implemented the day AFTER the recall election and not before! https://t.co/sJrGr4ZUU6,[]
278,clinicamisalud,"A special place for health care. 

#salud #clinic #nonprofit","Orlando, FL",46,37,228,0,"Our lovely Programs Coordinator Ariel recently got her flu shot! She says, ""Not everyone has $40 to spend on a flu shot."" We encourage patients to visit @sanofi's Flu Shot Locator to find a nearby vaccination site where they're covered for a FREE flu shot: https://t.co/btxuWOy8VX https://t.co/OWlgZ1NJoh",[]
279,Ags_win,"Christian Mom, BAFFERD, Aggie Football, #FOAMed #MAGA","anytown, USA",341,250,10490,81,"Preprint of a study from UW-Madison examining infectious SARS-CoV-2 despite vaccination doesn't look good for mandate advocates. Researchers compared 699 swab specimens collected in July 2021 from residents of 36 counties. It seems like Delta has changed the game. 
1/",[]
280,Mak_Canada,"Former journalist and news junkie, communicator and humanitarian. NOT a cat 😉 🇨🇦",Canada,3164,886,81569,170,"BREAKING: Proof of vaccination program announced in Alberta, state of emergency declared https://t.co/gVTeFErbnW https://t.co/uJNxp4ClVT",[]
281,VKatumbkam,"चिर शिषुक, सनातनी",,89,32,1222,7765,"Milords have asked the Government to ensure 100% vaccination by the end of the year… The Government, in turn, should ask them to clear this 4 Cr pendency by 31 December…
Please RT if you agree! https://t.co/QKaz1tHecX",[]
282,vic_lyn33,"Avid hiker and biker, book lover and amateur outdoor photographer",,1321,631,6007,2198,"Vaccination rates:

France: 72 percent
Canada: 68.7 percent
Italy: 66.3 percent
UK: 65.9 percent
Germany: 62.2 percent
America: 53.9 percent

Is this what they mean by American exceptionalism?",[]
283,Jacobvoxnihili,Campaign Manager for Thornhill PPC @samdifference. Power to the People. Send a message to fake politicians. #PPC,"Ontario, Canada",126,227,541,0,"Your only hope is the @peoplespca
Alberta. Will you remember this on Monday Alberta? As you go into lockdown?  https://t.co/F54Mu69IMT",[]
284,AlokTyagi2,"Passionately Designs And Makes Exclusive Kitchen & Wardrobe, Social Service, Engineer, God Lover","गाज़ियाबाद, भारत",761,279,1404,7765,"Milords have asked the Government to ensure 100% vaccination by the end of the year… The Government, in turn, should ask them to clear this 4 Cr pendency by 31 December…
Please RT if you agree! https://t.co/QKaz1tHecX",[]
285,SicardRoland,Make my day,,91,2,1349,0,"Coronavirus latest: Los Angeles to require proof of vaccination for entry to bars, clubs and large outdoor events https://t.co/RUvFhb9jxO",[]
286,shift47ym,,,2685,1094,69823,295,"A 32-year-old woman
- 11 days after receiving her 1st dose of the #COVIDvaccine (Covishield): headache, blurred vision, weakness on the left arm &amp; leg
⇒ MRI: cerebral hemorrhage, cerebral sinus venous thrombosis
https://t.co/ecjBV2Ak3N
#vaccination #vaccinated https://t.co/JKQWvl86Iy",['COVIDvaccine']
287,inky_mark,"Retired MP(1997-2010/ 5 Parties),immigrant(3 gen.) China 1955,hometown Gilbert Plains,MB, teacher,bus,mayor of Dauphin,MB,rebel,wife Lynda Burelle,Roblin,2sons","dauphin,manitoba",21140,19215,465544,113,“The Liberals have not said whether there was a vaccination requirement in place for supporters to attend the event.” https://t.co/nv8yk0IP0u,[]
288,CentristMadness,the center-left of the left. wine. https://t.co/Xgqo6CjrzU,It Turned Out To Be A Real Guy,1873,1654,62692,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
289,RealJoelGomes,Actions speak louder than words! You are what you do.,"Ontario, CA",217,178,46652,187,Millions around the world are now refusing vaccination. Governments’ already have a plan for much greater coercion this autumn winter and you must prepare for it or vote with your feet.,[]
290,whaleprinceaz,USAF Veteran. I believe our Democracy is in peril. I believe that if we do not all come together to stand against fascism our Country will be no more.,"Phoenix, AZ",1469,1460,45769,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
291,davidherold4,Life long conservative.  MAGA.  Christian.  God Bless America and our incredible military!,"El Paso, TX",1805,800,28940,35,"Breakthrough Covid cases in Massachusetts now approaching 30,000. Vaccination works? How!?",[]
292,Andrew19k1,"Veteran, HVAC, gamer.",US,47,2,217,0,@ItsReallyMarkCM @vikingheart83 @OccupyDemocrats You can still get sick with the vaccination. At least be mildly informed,[]
293,MarthaKoepper,"Old Wiccan who believes in the magic created by kindness. Walking wth my dogs is my meditation. 
Please no DM.","Carson City, NV",4762,1952,18384,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
294,GregNybraves10,,,1164,724,14558,0,"@thomasbeckNY @ABC7NY Here's a thought, last I read vaccination rate was at 75%, that with everyone who has recovered from covid we should be at or around herd immunity",[]
295,IamBruceRussell,"Proud American husband/father who believes our God given liberties are under assault. Christian,#MAGA,#Pro-life,#2A,100%Trump. Back the Blue.","California, USA",3998,3913,114602,168,"New LA County health order to require proof of COVID vaccination for indoor areas of bars, wineries

https://t.co/uHIJsTM9J1 

#WeveGotAStateToSave 
#WeveGotACountryToSave",[]
296,serpentnz,,Auckland,162,42,1146,0,@AndrewSoper13 @thomaspainenz @CraigARobinson This is what I get clicking your link. I've read elsewhere that the vaccine is more effective immunity than getting the disease though. The important thing is that the vaccination is enough to reduce hospitalisation risk by ~96% though. https://t.co/2WEibksbuW,[]
297,getter7seven,"Failed burnout of more things than not, 3/5 until ??? Societal pariah Semi-Disabled Know more than I should on RPGs, Roguelikes, anime, food, politics, despair","GA, USA",779,169,135640,36,"At the end of the day, a significant number of people who haven't gotten vaccinated couldn't care less about what anyone is saying about vaccination, they just don't see the need to do it until they have to https://t.co/hxV7Kosute",[]
298,MatthwCrdinal,"nêhiyaw

solo album ""Asterisms"" out now on @artsandcrafts",ᐊᒥᐢᑿᒋᕀ,796,1106,3751,0,probably gonna make the background on my phone my vaccination record just to make this easier,[]
299,SlowThirsty,,,42,11,1129,7765,"Milords have asked the Government to ensure 100% vaccination by the end of the year… The Government, in turn, should ask them to clear this 4 Cr pendency by 31 December…
Please RT if you agree! https://t.co/QKaz1tHecX",[]
300,maryhaurilak,,Grimsby,189,90,508,0,"The Province of Ontario’s announcement that it will implement a mandatory vaccination policy for indoor events effective Sep 22, Lift&amp;Co. Expo confirmed that all event participants will be required to provide proof of vaccination. No exemptions. https://t.co/4ZvU2u9d4U",[]
301,bldg_7,"/Satoshi:22.0.0/ full bitcoin nodes;
# of nodes: 3, on AWS: 0;
97% BTC treasured;
Jan 11, 2009 halfin @halfin: `Running bitcoin` -- Me too!
F the space clown",On a vulcano,278,127,1603,3984,New iPhone 13 Will Require Vaccination To Unlock Screen https://t.co/YUAg9iIJE2,[]
302,NgatiBryan,,,56,12,8966,14,JUST IN — National Football Leagues (NFL) Buffalo Bills announce vaccine mandate for fans aged 12+ — proof of vaccination required to enter the stadium,[]
303,SShlensky,,"Mississauga, Ontario",77,10,801,470,"Countless Ontarians are about to lose their jobs because of choice.

I urge @fordnation to recall the Legislature to table my proposed Bill, the Jobs &amp; Jabs Act. If passed, employers won't be able to fire/penalize employees because of vax status. #onpoli
https://t.co/P88PB8czNB",[]
304,Watchdogsniffer,"Media for Progress - Independent Free Press supporting social, economic, and environmental justice. #ActualNews #WearAMask. #SavetheMonarch","California, USA",9447,11514,379849,2,"People applying to immigrate to the U.S. will have to show they've been vaccination against COVID-19 as part of a required medical exam, the U.S. Citizenship and Immigration Services says. The new policy takes effect on Oct. 1.

https://t.co/G8N7MoAm5j https://t.co/rXwATqXkWC",[]
305,ktuck_91,"When Moses led his people on an exodus out of Egypt, he landed in The Promiseland",The Land,380,182,22034,36,"At the end of the day, a significant number of people who haven't gotten vaccinated couldn't care less about what anyone is saying about vaccination, they just don't see the need to do it until they have to https://t.co/hxV7Kosute",[]
306,AtlantoCeltica,Enjoy interesting and controversial writing even if I don't agree with it. Retweets and likes don't necessarily mean agreement. NO DMs.,,4845,1561,153946,4,"Los Angeles County next month will require proof of a coronavirus vaccination to enter bars, nightclubs and other establishments that serve alcohol, as it joins the list places putting pressure on people to get vaccinated, the county authorities said. https://t.co/bh7rNRURM4",[]
307,BrandyForReal,,"Florida, USA",534,471,7655,1360,"I never had a problem with the Vaccines. But I have a massive problem with a #VaccineMandate pushed by the #BidenAdministration which has the same people who stoked fears of vaccine hesitancy under Trump to make his vaccination rate seem lower.

Dishonorable doesn't even begin... https://t.co/udGNTpMnBn",['VaccineMandate']
308,nirmalakumari,,,466,597,108379,13,"You got to show ID in order to get through TSA, then make it a part of getting through TSA — that you can't get through TSA unless you show proper identification, your ticket and a vaccination card.",[]
